FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT8069,MDA,CDG,2025-04-01,14:00,1,269,21,290
HT8601,DUB,LHR,2025-04-01,14:30,1,65,80,145
HT4125,CDG,MAD,2025-04-01,16:05,1,119,18,137
HT1234,LHR,DUB,2025-04-01,17:10,1,150,9,159
HT6578,PRG,MXP,2025-04-01,17:45,1,219,5,224
HT8069,MDA,CDG,2025-04-01,18:10,1,147,24,171
HT8601,DUB,LHR,2025-04-01,19:30,1,132,3,135
HT0928,TFN,LPA,2025-04-01,19:55,1,26,43,69
HT3245,MXP,PRG,2025-04-01,19:55,1,257,13,270
HT4125,CDG,MAD,2025-04-01,20:15,1,255,31,286
HT0922,LPA,TFN,2025-04-01,20:35,1,38,28,66
HT0928,TFN,LPA,2025-04-02,05:20,2,51,17,68
HT0922,LPA,TFN,2025-04-02,06:00,2,61,10,71
HT1650,FCO,CAG,2025-04-02,06:15,2,84,25,109
HT7614,CAG,FCO,2025-04-02,07:30,2,60,18,78
HT7132,MXP,SSH,2025-04-02,07:30,2,430,20,450
HT0928,TFN,LPA,2025-04-02,12:00,2,25,37,62
HT1650,FCO,CAG,2025-04-02,12:30,2,58,52,110
HT0922,LPA,TFN,2025-04-02,12:40,2,32,36,68
HT7614,CAG,FCO,2025-04-02,13:45,2,72,42,114
HT1650,FCO,CAG,2025-04-02,16:45,2,67,12,79
HT7614,CAG,FCO,2025-04-02,18:00,2,75,12,87
HT0928,TFN,LPA,2025-04-02,19:55,2,30,21,51
HT9943,SSH,MXP,2025-04-02,20:20,2,376,74,450
HT0922,LPA,TFN,2025-04-02,20:35,2,38,25,63
HT9072,PMI,RIX,2025-04-03,03:15,3,205,25,230
HT0928,TFN,LPA,2025-04-03,05:20,3,41,27,68
HT0922,LPA,TFN,2025-04-03,06:00,3,65,5,70
HT7636,OPO,FNC,2025-04-03,06:00,3,166,24,190
HT1234,LHR,DUB,2025-04-03,07:10,3,171,4,175
HT8601,DUB,LHR,2025-04-03,09:30,3,168,9,177
HT6578,PRG,MXP,2025-04-03,10:35,3,203,19,222
HT0928,TFN,LPA,2025-04-03,12:00,3,34,37,71
HT3245,MXP,PRG,2025-04-03,12:00,3,210,30,240
HT1234,LHR,DUB,2025-04-03,12:10,3,72,90,162
HT0922,LPA,TFN,2025-04-03,12:40,3,38,30,68
HT8069,MDA,CDG,2025-04-03,14:00,3,125,42,167
HT8601,DUB,LHR,2025-04-03,14:30,3,93,56,149
HT4125,CDG,MAD,2025-04-03,16:05,3,181,10,191
HT1234,LHR,DUB,2025-04-03,17:10,3,89,32,121
HT6578,PRG,MXP,2025-04-03,17:45,3,167,8,175
HT8069,MDA,CDG,2025-04-03,18:10,3,132,42,174
HT1839,RIX,PMI,2025-04-03,18:45,3,215,15,230
HT4447,FNC,OPO,2025-04-03,19:00,3,159,13,172
HT8601,DUB,LHR,2025-04-03,19:30,3,118,60,178
HT0928,TFN,LPA,2025-04-03,19:55,3,26,30,56
HT3245,MXP,PRG,2025-04-03,19:55,3,262,23,285
HT4125,CDG,MAD,2025-04-03,20:15,3,203,53,256
HT0922,LPA,TFN,2025-04-03,20:35,3,32,39,71
HT4505,BUD,KEF,2025-04-04,04:00,4,150,25,175
HT4858,LPL,LCA,2025-04-04,04:30,4,397,23,420
HT0928,TFN,LPA,2025-04-04,05:20,4,50,17,67
HT0922,LPA,TFN,2025-04-04,06:00,4,44,16,60
HT1650,FCO,CAG,2025-04-04,06:15,4,54,55,109
HT1234,LHR,DUB,2025-04-04,07:10,4,129,20,149
HT7614,CAG,FCO,2025-04-04,07:30,4,79,37,116
HT2087,MLA,FCO,2025-04-04,08:20,4,75,2,77
HT8601,DUB,LHR,2025-04-04,09:30,4,139,24,163
HT1517,FCO,MLA,2025-04-04,11:00,4,69,2,71
HT0928,TFN,LPA,2025-04-04,12:00,4,37,21,58
HT1234,LHR,DUB,2025-04-04,12:10,4,73,61,134
HT1650,FCO,CAG,2025-04-04,12:30,4,50,47,97
HT3677,TFN,BCN,2025-04-04,12:30,4,126,8,134
HT0922,LPA,TFN,2025-04-04,12:40,4,37,28,65
HT7614,CAG,FCO,2025-04-04,13:45,4,64,57,121
HT8069,MDA,CDG,2025-04-04,14:00,4,158,28,186
HT8601,DUB,LHR,2025-04-04,14:30,4,78,93,171
HT5089,LCA,LPL,2025-04-04,15:05,4,312,40,352
HT2087,MLA,FCO,2025-04-04,15:35,4,61,31,92
HT4125,CDG,MAD,2025-04-04,16:05,4,179,31,210
HT1650,FCO,CAG,2025-04-04,16:45,4,119,16,135
HT1234,LHR,DUB,2025-04-04,17:10,4,140,31,171
HT5996,KEF,BUD,2025-04-04,17:50,4,155,20,175
HT1517,FCO,MLA,2025-04-04,17:55,4,85,10,95
HT7614,CAG,FCO,2025-04-04,18:00,4,122,9,131
HT8069,MDA,CDG,2025-04-04,18:10,4,151,123,274
HT1028,LHR,TLS,2025-04-04,18:10,4,163,9,172
HT3704,TLS,LHR,2025-04-04,19:25,4,179,18,197
HT8601,DUB,LHR,2025-04-04,19:30,4,76,20,96
HT0928,TFN,LPA,2025-04-04,19:55,4,35,22,57
HT4125,CDG,MAD,2025-04-04,20:15,4,281,0,281
HT0922,LPA,TFN,2025-04-04,20:35,4,32,31,63
HT1028,LHR,TLS,2025-04-04,21:25,4,212,30,242
HT1385,BCN,TFN,2025-04-04,23:15,4,158,7,165
HT3704,TLS,LHR,2025-04-04,23:30,4,121,0,121
HT0928,TFN,LPA,2025-04-05,05:20,5,33,11,44
HT0922,LPA,TFN,2025-04-05,06:00,5,28,8,36
HT1650,FCO,CAG,2025-04-05,06:15,5,99,0,99
HT1234,LHR,DUB,2025-04-05,07:10,5,169,8,177
HT7614,CAG,FCO,2025-04-05,07:30,5,132,1,133
HT7132,MXP,SSH,2025-04-05,07:30,5,404,46,450
HT2087,MLA,FCO,2025-04-05,08:20,5,128,15,143
HT8601,DUB,LHR,2025-04-05,09:30,5,164,3,167
HT1517,FCO,MLA,2025-04-05,11:00,5,56,7,63
HT0928,TFN,LPA,2025-04-05,12:00,5,35,32,67
HT1234,LHR,DUB,2025-04-05,12:10,5,92,63,155
HT1650,FCO,CAG,2025-04-05,12:30,5,58,55,113
HT3677,TFN,BCN,2025-04-05,12:30,5,131,21,152
HT0922,LPA,TFN,2025-04-05,12:40,5,38,30,68
HT4540,DUS,RHO,2025-04-05,12:55,5,192,7,199
HT7614,CAG,FCO,2025-04-05,13:45,5,73,56,129
HT8601,DUB,LHR,2025-04-05,14:30,5,72,76,148
HT2087,MLA,FCO,2025-04-05,15:35,5,129,3,132
HT1650,FCO,CAG,2025-04-05,16:45,5,56,39,95
HT1234,LHR,DUB,2025-04-05,17:10,5,86,35,121
HT1517,FCO,MLA,2025-04-05,17:55,5,80,30,110
HT7614,CAG,FCO,2025-04-05,18:00,5,90,14,104
HT1028,LHR,TLS,2025-04-05,18:10,5,150,9,159
HT3704,TLS,LHR,2025-04-05,19:25,5,177,12,189
HT8601,DUB,LHR,2025-04-05,19:30,5,107,34,141
HT0928,TFN,LPA,2025-04-05,19:55,5,37,24,61
HT9943,SSH,MXP,2025-04-05,20:20,5,429,21,450
HT0922,LPA,TFN,2025-04-05,20:35,5,35,29,64
HT1255,RHO,DUS,2025-04-05,20:40,5,153,2,155
HT1028,LHR,TLS,2025-04-05,21:25,5,147,23,170
HT1385,BCN,TFN,2025-04-05,23:15,5,140,12,152
HT3704,TLS,LHR,2025-04-05,23:30,5,88,1,89
HT0928,TFN,LPA,2025-04-06,05:20,6,29,40,69
HT0922,LPA,TFN,2025-04-06,06:00,6,68,1,69
HT0928,TFN,LPA,2025-04-06,12:00,6,29,22,51
HT3677,TFN,BCN,2025-04-06,12:30,6,77,18,95
HT0922,LPA,TFN,2025-04-06,12:40,6,38,23,61
HT4540,DUS,RHO,2025-04-06,12:55,6,185,20,205
HT8069,MDA,CDG,2025-04-06,14:00,6,170,0,170
HT4125,CDG,MAD,2025-04-06,16:05,6,150,24,174
HT8069,MDA,CDG,2025-04-06,18:10,6,126,2,128
HT0928,TFN,LPA,2025-04-06,19:55,6,27,44,71
HT4125,CDG,MAD,2025-04-06,20:15,6,137,13,150
HT0922,LPA,TFN,2025-04-06,20:35,6,32,26,58
HT1255,RHO,DUS,2025-04-06,20:40,6,154,26,180
HT1385,BCN,TFN,2025-04-06,23:15,6,105,17,122
HT0928,TFN,LPA,2025-04-07,05:20,0,60,11,71
HT0922,LPA,TFN,2025-04-07,06:00,0,58,0,58
HT7636,OPO,FNC,2025-04-07,06:00,0,125,11,136
HT1650,FCO,CAG,2025-04-07,06:15,0,109,14,123
HT1234,LHR,DUB,2025-04-07,07:10,0,168,7,175
HT7614,CAG,FCO,2025-04-07,07:30,0,123,5,128
HT2087,MLA,FCO,2025-04-07,08:20,0,63,17,80
HT8601,DUB,LHR,2025-04-07,09:30,0,165,13,178
HT6578,PRG,MXP,2025-04-07,10:35,0,132,20,152
HT1517,FCO,MLA,2025-04-07,11:00,0,87,0,87
HT0928,TFN,LPA,2025-04-07,12:00,0,26,21,47
HT3245,MXP,PRG,2025-04-07,12:00,0,136,8,144
HT1234,LHR,DUB,2025-04-07,12:10,0,98,58,156
HT1650,FCO,CAG,2025-04-07,12:30,0,72,43,115
HT0922,LPA,TFN,2025-04-07,12:40,0,37,24,61
HT7614,CAG,FCO,2025-04-07,13:45,0,57,56,113
HT8601,DUB,LHR,2025-04-07,14:30,0,86,87,173
HT2087,MLA,FCO,2025-04-07,15:35,0,81,18,99
HT1650,FCO,CAG,2025-04-07,16:45,0,80,35,115
HT1234,LHR,DUB,2025-04-07,17:10,0,80,35,115
HT6578,PRG,MXP,2025-04-07,17:45,0,223,1,224
HT1517,FCO,MLA,2025-04-07,17:55,0,68,37,105
HT7614,CAG,FCO,2025-04-07,18:00,0,93,11,104
HT4447,FNC,OPO,2025-04-07,19:00,0,93,7,100
HT8601,DUB,LHR,2025-04-07,19:30,0,131,44,175
HT0928,TFN,LPA,2025-04-07,19:55,0,33,29,62
HT3245,MXP,PRG,2025-04-07,19:55,0,164,95,259
HT0922,LPA,TFN,2025-04-07,20:35,0,30,35,65
HT0928,TFN,LPA,2025-04-08,05:20,1,35,29,64
HT0922,LPA,TFN,2025-04-08,06:00,1,39,2,41
HT1234,LHR,DUB,2025-04-08,07:10,1,96,33,129
HT8601,DUB,LHR,2025-04-08,09:30,1,110,69,179
HT6578,PRG,MXP,2025-04-08,10:35,1,214,18,232
HT0928,TFN,LPA,2025-04-08,12:00,1,31,27,58
HT3245,MXP,PRG,2025-04-08,12:00,1,288,32,320
HT1234,LHR,DUB,2025-04-08,12:10,1,68,57,125
HT0922,LPA,TFN,2025-04-08,12:40,1,32,30,62
HT8069,MDA,CDG,2025-04-08,14:00,1,176,36,212
HT8601,DUB,LHR,2025-04-08,14:30,1,87,55,142
HT4125,CDG,MAD,2025-04-08,16:05,1,121,1,122
HT1234,LHR,DUB,2025-04-08,17:10,1,169,6,175
HT6578,PRG,MXP,2025-04-08,17:45,1,162,19,181
HT8069,MDA,CDG,2025-04-08,18:10,1,154,122,276
HT8601,DUB,LHR,2025-04-08,19:30,1,173,5,178
HT0928,TFN,LPA,2025-04-08,19:55,1,33,27,60
HT3245,MXP,PRG,2025-04-08,19:55,1,121,129,250
HT4125,CDG,MAD,2025-04-08,20:15,1,116,159,275
HT0922,LPA,TFN,2025-04-08,20:35,1,31,38,69
HT0928,TFN,LPA,2025-04-09,05:20,2,30,11,41
HT0922,LPA,TFN,2025-04-09,06:00,2,30,10,40
HT1650,FCO,CAG,2025-04-09,06:15,2,110,2,112
HT7614,CAG,FCO,2025-04-09,07:30,2,87,10,97
HT7132,MXP,SSH,2025-04-09,07:30,2,367,83,450
HT0928,TFN,LPA,2025-04-09,12:00,2,32,25,57
HT1650,FCO,CAG,2025-04-09,12:30,2,65,57,122
HT0922,LPA,TFN,2025-04-09,12:40,2,37,31,68
HT7614,CAG,FCO,2025-04-09,13:45,2,61,45,106
HT1650,FCO,CAG,2025-04-09,16:45,2,80,29,109
HT7614,CAG,FCO,2025-04-09,18:00,2,64,34,98
HT0928,TFN,LPA,2025-04-09,19:55,2,28,35,63
HT9943,SSH,MXP,2025-04-09,20:20,2,371,79,450
HT0922,LPA,TFN,2025-04-09,20:35,2,37,26,63
HT9072,PMI,RIX,2025-04-10,03:15,3,187,43,230
HT0928,TFN,LPA,2025-04-10,05:20,3,40,28,68
HT0922,LPA,TFN,2025-04-10,06:00,3,29,30,59
HT7636,OPO,FNC,2025-04-10,06:00,3,73,16,89
HT1234,LHR,DUB,2025-04-10,07:10,3,102,53,155
HT8601,DUB,LHR,2025-04-10,09:30,3,131,46,177
HT6578,PRG,MXP,2025-04-10,10:35,3,109,0,109
HT0928,TFN,LPA,2025-04-10,12:00,3,36,23,59
HT3245,MXP,PRG,2025-04-10,12:00,3,269,4,273
HT1234,LHR,DUB,2025-04-10,12:10,3,98,79,177
HT0922,LPA,TFN,2025-04-10,12:40,3,27,31,58
HT8069,MDA,CDG,2025-04-10,14:00,3,271,11,282
HT8601,DUB,LHR,2025-04-10,14:30,3,93,60,153
HT4125,CDG,MAD,2025-04-10,16:05,3,286,8,294
HT1234,LHR,DUB,2025-04-10,17:10,3,147,23,170
HT6578,PRG,MXP,2025-04-10,17:45,3,207,0,207
HT8069,MDA,CDG,2025-04-10,18:10,3,226,52,278
HT1839,RIX,PMI,2025-04-10,18:45,3,217,13,230
HT4447,FNC,OPO,2025-04-10,19:00,3,89,23,112
HT8601,DUB,LHR,2025-04-10,19:30,3,121,21,142
HT0928,TFN,LPA,2025-04-10,19:55,3,25,33,58
HT3245,MXP,PRG,2025-04-10,19:55,3,252,21,273
HT4125,CDG,MAD,2025-04-10,20:15,3,276,9,285
HT0922,LPA,TFN,2025-04-10,20:35,3,27,43,70
HT4505,BUD,KEF,2025-04-11,04:00,4,157,18,175
HT4858,LPL,LCA,2025-04-11,04:30,4,252,52,304
HT0928,TFN,LPA,2025-04-11,05:20,4,34,23,57
HT0922,LPA,TFN,2025-04-11,06:00,4,64,4,68
HT1650,FCO,CAG,2025-04-11,06:15,4,101,16,117
HT1234,LHR,DUB,2025-04-11,07:10,4,107,24,131
HT7614,CAG,FCO,2025-04-11,07:30,4,99,4,103
HT2087,MLA,FCO,2025-04-11,08:20,4,105,5,110
HT8601,DUB,LHR,2025-04-11,09:30,4,128,49,177
HT1517,FCO,MLA,2025-04-11,11:00,4,93,0,93
HT0928,TFN,LPA,2025-04-11,12:00,4,26,43,69
HT1234,LHR,DUB,2025-04-11,12:10,4,91,71,162
HT1650,FCO,CAG,2025-04-11,12:30,4,53,79,132
HT3677,TFN,BCN,2025-04-11,12:30,4,81,22,103
HT0922,LPA,TFN,2025-04-11,12:40,4,26,22,48
HT7614,CAG,FCO,2025-04-11,13:45,4,71,58,129
HT8069,MDA,CDG,2025-04-11,14:00,4,187,32,219
HT8601,DUB,LHR,2025-04-11,14:30,4,80,81,161
HT5089,LCA,LPL,2025-04-11,15:05,4,331,28,359
HT2087,MLA,FCO,2025-04-11,15:35,4,126,4,130
HT4125,CDG,MAD,2025-04-11,16:05,4,180,32,212
HT1650,FCO,CAG,2025-04-11,16:45,4,59,29,88
HT1234,LHR,DUB,2025-04-11,17:10,4,98,7,105
HT5996,KEF,BUD,2025-04-11,17:50,4,146,29,175
HT1517,FCO,MLA,2025-04-11,17:55,4,75,27,102
HT7614,CAG,FCO,2025-04-11,18:00,4,66,9,75
HT8069,MDA,CDG,2025-04-11,18:10,4,156,44,200
HT1028,LHR,TLS,2025-04-11,18:10,4,211,0,211
HT3704,TLS,LHR,2025-04-11,19:25,4,161,37,198
HT8601,DUB,LHR,2025-04-11,19:30,4,136,2,138
HT0928,TFN,LPA,2025-04-11,19:55,4,28,22,50
HT4125,CDG,MAD,2025-04-11,20:15,4,212,60,272
HT0922,LPA,TFN,2025-04-11,20:35,4,38,23,61
HT1028,LHR,TLS,2025-04-11,21:25,4,99,31,130
HT1385,BCN,TFN,2025-04-11,23:15,4,110,1,111
HT3704,TLS,LHR,2025-04-11,23:30,4,145,10,155
HT0928,TFN,LPA,2025-04-12,05:20,5,49,10,59
HT0922,LPA,TFN,2025-04-12,06:00,5,46,17,63
HT1650,FCO,CAG,2025-04-12,06:15,5,127,8,135
HT1234,LHR,DUB,2025-04-12,07:10,5,121,57,178
HT7614,CAG,FCO,2025-04-12,07:30,5,63,34,97
HT7132,MXP,SSH,2025-04-12,07:30,5,409,41,450
HT2087,MLA,FCO,2025-04-12,08:20,5,118,1,119
HT8601,DUB,LHR,2025-04-12,09:30,5,139,32,171
HT1517,FCO,MLA,2025-04-12,11:00,5,94,12,106
HT0928,TFN,LPA,2025-04-12,12:00,5,28,35,63
HT1234,LHR,DUB,2025-04-12,12:10,5,62,113,175
HT1650,FCO,CAG,2025-04-12,12:30,5,73,61,134
HT3677,TFN,BCN,2025-04-12,12:30,5,114,21,135
HT0922,LPA,TFN,2025-04-12,12:40,5,26,30,56
HT4540,DUS,RHO,2025-04-12,12:55,5,98,14,112
HT7614,CAG,FCO,2025-04-12,13:45,5,71,64,135
HT8601,DUB,LHR,2025-04-12,14:30,5,94,71,165
HT2087,MLA,FCO,2025-04-12,15:35,5,94,33,127
HT1650,FCO,CAG,2025-04-12,16:45,5,62,36,98
HT1234,LHR,DUB,2025-04-12,17:10,5,148,4,152
HT1517,FCO,MLA,2025-04-12,17:55,5,71,5,76
HT7614,CAG,FCO,2025-04-12,18:00,5,110,8,118
HT1028,LHR,TLS,2025-04-12,18:10,5,169,3,172
HT3704,TLS,LHR,2025-04-12,19:25,5,121,0,121
HT8601,DUB,LHR,2025-04-12,19:30,5,167,3,170
HT0928,TFN,LPA,2025-04-12,19:55,5,38,25,63
HT9943,SSH,MXP,2025-04-12,20:20,5,397,53,450
HT0922,LPA,TFN,2025-04-12,20:35,5,33,31,64
HT1255,RHO,DUS,2025-04-12,20:40,5,160,22,182
HT1028,LHR,TLS,2025-04-12,21:25,5,122,23,145
HT1385,BCN,TFN,2025-04-12,23:15,5,78,13,91
HT3704,TLS,LHR,2025-04-12,23:30,5,121,11,132
HT0928,TFN,LPA,2025-04-13,05:20,6,30,1,31
HT0922,LPA,TFN,2025-04-13,06:00,6,34,25,59
HT0928,TFN,LPA,2025-04-13,12:00,6,33,23,56
HT3677,TFN,BCN,2025-04-13,12:30,6,138,3,141
HT0922,LPA,TFN,2025-04-13,12:40,6,38,25,63
HT4540,DUS,RHO,2025-04-13,12:55,6,149,28,177
HT8069,MDA,CDG,2025-04-13,14:00,6,209,30,239
HT4125,CDG,MAD,2025-04-13,16:05,6,190,14,204
HT8069,MDA,CDG,2025-04-13,18:10,6,188,12,200
HT0928,TFN,LPA,2025-04-13,19:55,6,34,29,63
HT4125,CDG,MAD,2025-04-13,20:15,6,183,12,195
HT0922,LPA,TFN,2025-04-13,20:35,6,31,35,66
HT1255,RHO,DUS,2025-04-13,20:40,6,192,7,199
HT1385,BCN,TFN,2025-04-13,23:15,6,69,9,78
HT0928,TFN,LPA,2025-04-14,05:20,0,29,39,68
HT0922,LPA,TFN,2025-04-14,06:00,0,60,6,66
HT7636,OPO,FNC,2025-04-14,06:00,0,82,5,87
HT1650,FCO,CAG,2025-04-14,06:15,0,103,27,130
HT1234,LHR,DUB,2025-04-14,07:10,0,78,24,102
HT7614,CAG,FCO,2025-04-14,07:30,0,61,4,65
HT2087,MLA,FCO,2025-04-14,08:20,0,78,2,80
HT8601,DUB,LHR,2025-04-14,09:30,0,153,23,176
HT6578,PRG,MXP,2025-04-14,10:35,0,179,22,201
HT1517,FCO,MLA,2025-04-14,11:00,0,125,6,131
HT0928,TFN,LPA,2025-04-14,12:00,0,37,30,67
HT3245,MXP,PRG,2025-04-14,12:00,0,257,9,266
HT1234,LHR,DUB,2025-04-14,12:10,0,97,59,156
HT1650,FCO,CAG,2025-04-14,12:30,0,66,41,107
HT0922,LPA,TFN,2025-04-14,12:40,0,27,33,60
HT7614,CAG,FCO,2025-04-14,13:45,0,52,45,97
HT8601,DUB,LHR,2025-04-14,14:30,0,83,60,143
HT2087,MLA,FCO,2025-04-14,15:35,0,97,4,101
HT1650,FCO,CAG,2025-04-14,16:45,0,114,2,116
HT1234,LHR,DUB,2025-04-14,17:10,0,137,15,152
HT6578,PRG,MXP,2025-04-14,17:45,0,213,4,217
HT1517,FCO,MLA,2025-04-14,17:55,0,76,1,77
HT7614,CAG,FCO,2025-04-14,18:00,0,114,13,127
HT4447,FNC,OPO,2025-04-14,19:00,0,129,2,131
HT8601,DUB,LHR,2025-04-14,19:30,0,178,1,179
HT0928,TFN,LPA,2025-04-14,19:55,0,38,23,61
HT3245,MXP,PRG,2025-04-14,19:55,0,156,97,253
HT0922,LPA,TFN,2025-04-14,20:35,0,34,36,70
HT0928,TFN,LPA,2025-04-15,05:20,1,54,13,67
HT0922,LPA,TFN,2025-04-15,06:00,1,35,3,38
HT1234,LHR,DUB,2025-04-15,07:10,1,109,18,127
HT8601,DUB,LHR,2025-04-15,09:30,1,163,10,173
HT6578,PRG,MXP,2025-04-15,10:35,1,112,0,112
HT0928,TFN,LPA,2025-04-15,12:00,1,26,38,64
HT3245,MXP,PRG,2025-04-15,12:00,1,206,18,224
HT1234,LHR,DUB,2025-04-15,12:10,1,79,63,142
HT0922,LPA,TFN,2025-04-15,12:40,1,34,26,60
HT8069,MDA,CDG,2025-04-15,14:00,1,198,4,202
HT8601,DUB,LHR,2025-04-15,14:30,1,62,90,152
HT4125,CDG,MAD,2025-04-15,16:05,1,193,16,209
HT1234,LHR,DUB,2025-04-15,17:10,1,146,19,165
HT6578,PRG,MXP,2025-04-15,17:45,1,187,0,187
HT8069,MDA,CDG,2025-04-15,18:10,1,183,9,192
HT8601,DUB,LHR,2025-04-15,19:30,1,170,3,173
HT0928,TFN,LPA,2025-04-15,19:55,1,32,32,64
HT3245,MXP,PRG,2025-04-15,19:55,1,150,9,159
HT4125,CDG,MAD,2025-04-15,20:15,1,130,20,150
HT0922,LPA,TFN,2025-04-15,20:35,1,34,37,71
HT0928,TFN,LPA,2025-04-16,05:20,2,54,3,57
HT0922,LPA,TFN,2025-04-16,06:00,2,63,4,67
HT1650,FCO,CAG,2025-04-16,06:15,2,120,10,130
HT7614,CAG,FCO,2025-04-16,07:30,2,92,41,133
HT7132,MXP,SSH,2025-04-16,07:30,2,446,4,450
HT0928,TFN,LPA,2025-04-16,12:00,2,29,22,51
HT1650,FCO,CAG,2025-04-16,12:30,2,58,56,114
HT0922,LPA,TFN,2025-04-16,12:40,2,37,26,63
HT7614,CAG,FCO,2025-04-16,13:45,2,72,47,119
HT1650,FCO,CAG,2025-04-16,16:45,2,106,6,112
HT7614,CAG,FCO,2025-04-16,18:00,2,124,10,134
HT0928,TFN,LPA,2025-04-16,19:55,2,38,24,62
HT9943,SSH,MXP,2025-04-16,20:20,2,380,70,450
HT0922,LPA,TFN,2025-04-16,20:35,2,31,39,70
HT9072,PMI,RIX,2025-04-17,03:15,3,213,17,230
HT0928,TFN,LPA,2025-04-17,05:20,3,53,14,67
HT0922,LPA,TFN,2025-04-17,06:00,3,63,2,65
HT7636,OPO,FNC,2025-04-17,06:00,3,103,3,106
HT1234,LHR,DUB,2025-04-17,07:10,3,116,31,147
HT8601,DUB,LHR,2025-04-17,09:30,3,89,19,108
HT6578,PRG,MXP,2025-04-17,10:35,3,142,6,148
HT0928,TFN,LPA,2025-04-17,12:00,3,26,31,57
HT3245,MXP,PRG,2025-04-17,12:00,3,240,26,266
HT1234,LHR,DUB,2025-04-17,12:10,3,94,82,176
HT0922,LPA,TFN,2025-04-17,12:40,3,29,34,63
HT8069,MDA,CDG,2025-04-17,14:00,3,182,22,204
HT8601,DUB,LHR,2025-04-17,14:30,3,90,66,156
HT4125,CDG,MAD,2025-04-17,16:05,3,263,2,265
HT1234,LHR,DUB,2025-04-17,17:10,3,137,9,146
HT6578,PRG,MXP,2025-04-17,17:45,3,148,54,202
HT8069,MDA,CDG,2025-04-17,18:10,3,126,66,192
HT1839,RIX,PMI,2025-04-17,18:45,3,189,41,230
HT4447,FNC,OPO,2025-04-17,19:00,3,154,20,174
HT8601,DUB,LHR,2025-04-17,19:30,3,136,21,157
HT0928,TFN,LPA,2025-04-17,19:55,3,27,32,59
HT3245,MXP,PRG,2025-04-17,19:55,3,165,60,225
HT4125,CDG,MAD,2025-04-17,20:15,3,164,54,218
HT0922,LPA,TFN,2025-04-17,20:35,3,32,29,61
HT4505,BUD,KEF,2025-04-18,04:00,4,162,13,175
HT4858,LPL,LCA,2025-04-18,04:30,4,292,5,297
HT0928,TFN,LPA,2025-04-18,05:20,4,51,13,64
HT0922,LPA,TFN,2025-04-18,06:00,4,38,2,40
HT1650,FCO,CAG,2025-04-18,06:15,4,61,73,134
HT1234,LHR,DUB,2025-04-18,07:10,4,107,36,143
HT7614,CAG,FCO,2025-04-18,07:30,4,72,9,81
HT2087,MLA,FCO,2025-04-18,08:20,4,78,0,78
HT8601,DUB,LHR,2025-04-18,09:30,4,149,14,163
HT1517,FCO,MLA,2025-04-18,11:00,4,74,5,79
HT0928,TFN,LPA,2025-04-18,12:00,4,37,28,65
HT1234,LHR,DUB,2025-04-18,12:10,4,67,102,169
HT1650,FCO,CAG,2025-04-18,12:30,4,60,49,109
HT3677,TFN,BCN,2025-04-18,12:30,4,135,18,153
HT0922,LPA,TFN,2025-04-18,12:40,4,32,28,60
HT7614,CAG,FCO,2025-04-18,13:45,4,47,78,125
HT8069,MDA,CDG,2025-04-18,14:00,4,131,8,139
HT8601,DUB,LHR,2025-04-18,14:30,4,78,82,160
HT5089,LCA,LPL,2025-04-18,15:05,4,219,43,262
HT2087,MLA,FCO,2025-04-18,15:35,4,61,71,132
HT4125,CDG,MAD,2025-04-18,16:05,4,122,42,164
HT1650,FCO,CAG,2025-04-18,16:45,4,100,18,118
HT1234,LHR,DUB,2025-04-18,17:10,4,87,26,113
HT5996,KEF,BUD,2025-04-18,17:50,4,150,25,175
HT1517,FCO,MLA,2025-04-18,17:55,4,73,22,95
HT7614,CAG,FCO,2025-04-18,18:00,4,87,3,90
HT8069,MDA,CDG,2025-04-18,18:10,4,268,7,275
HT1028,LHR,TLS,2025-04-18,18:10,4,155,20,175
HT3704,TLS,LHR,2025-04-18,19:25,4,179,8,187
HT8601,DUB,LHR,2025-04-18,19:30,4,133,24,157
HT0928,TFN,LPA,2025-04-18,19:55,4,33,32,65
HT4125,CDG,MAD,2025-04-18,20:15,4,204,32,236
HT0922,LPA,TFN,2025-04-18,20:35,4,34,21,55
HT1028,LHR,TLS,2025-04-18,21:25,4,186,30,216
HT1385,BCN,TFN,2025-04-18,23:15,4,108,1,109
HT3704,TLS,LHR,2025-04-18,23:30,4,163,21,184
HT0928,TFN,LPA,2025-04-19,05:20,5,55,5,60
HT0922,LPA,TFN,2025-04-19,06:00,5,39,7,46
HT1650,FCO,CAG,2025-04-19,06:15,5,87,40,127
HT1234,LHR,DUB,2025-04-19,07:10,5,123,20,143
HT7614,CAG,FCO,2025-04-19,07:30,5,106,20,126
HT7132,MXP,SSH,2025-04-19,07:30,5,406,44,450
HT2087,MLA,FCO,2025-04-19,08:20,5,55,9,64
HT8601,DUB,LHR,2025-04-19,09:30,5,95,21,116
HT1517,FCO,MLA,2025-04-19,11:00,5,125,16,141
HT0928,TFN,LPA,2025-04-19,12:00,5,28,22,50
HT1234,LHR,DUB,2025-04-19,12:10,5,87,68,155
HT1650,FCO,CAG,2025-04-19,12:30,5,73,62,135
HT3677,TFN,BCN,2025-04-19,12:30,5,143,20,163
HT0922,LPA,TFN,2025-04-19,12:40,5,29,25,54
